ISSN,"Abbreviated Journal Title",Rank,Field,Status
2210-5379,Sustainable Computing: Informatics and Systems,B5,ENGENHARIAS III,Atualizado
2179-9067,Sustentabilidade em Debate,B5,ENGENHARIAS III,Atualizado
0718-8846,Sustentabilidades,B5,INTERDISCIPLINAR,Atualizado
0718-8846,Sustentabilidades,B5,ENGENHARIAS I,Atualizado
1676-4218,Sustentação (COSEMS/CE),B5,INTERDISCIPLINAR,Atualizado
0916-5746,SUT Journal of Mathematics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
2073-8994,Symmetry,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0039-7695,Symposium (Recife),B5,ENGENHARIAS I,Atualizado
1980-3699,Synergismus Scyentifica UTFPR,B5,ENGENHARIAS II,Atualizado
0494-7061,Tareas (Panamá),B5,INTERDISCIPLINAR,Atualizado
1678-3824,T&C Amazônia,B5,ENGENHARIAS III,Atualizado
1678-3824,T&C Amazônia,B5,ENGENHARIAS I,Atualizado
1806-9827,Tchê Química,B5,ENGENHARIAS II,Atualizado
0104-3285,TECBAHIA,B5,ENGENHARIAS I,Atualizado
0104-1053,Techne : Revista de Tecnologia da Construção (São Paulo),B5,ENGENHARIAS III,Atualizado
0104-1053,Techne : Revista de Tecnologia da Construção (São Paulo),B5,ENGENHARIAS IV,Atualizado
0285-0028,"Technical Association of Refractories, Japan. Journal",B5,ENGENHARIAS II,Atualizado
0744-8996,Technical Soaring,B5,ENGENHARIAS III,Atualizado
0375-7765,Tecnia (Lima),B5,ENGENHARIAS I,Atualizado
1666-1680,Técnica Administrativa,B5,ENGENHARIAS III,Atualizado
1666-1680,Técnica Administrativa,B5,INTERDISCIPLINAR,Atualizado
0101-1138,Técnicouro (Novo Hamburgo),B5,ENGENHARIAS III,Atualizado
1609-8102,Tecnociencia (Panamá),B5,ENGENHARIAS III,Atualizado
0103-7374,Tecnologia Ambiental,B5,ENGENHARIAS I,Atualizado
0103-7374,Tecnologia Ambiental,B5,ENGENHARIAS II,Atualizado
1414-8498,Tecnologia & Cultura (CEFET/RJ),B5,ENGENHARIAS III,Atualizado
2177-6032,Tecnologia de Crédito (Serasa-Experian),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1982-9388,Tecnologia & Desenvolvimento Sustentável,B5,ENGENHARIAS III,Atualizado
1807-300X,Tecnologia em Metalurgia e Materiais (São Paulo. Impresso),B5,ENGENHARIAS IV,Atualizado
2176-1515,"Tecnologia em Metalurgia, Materiais e Mineração (Impresso)",B5,ENGENHARIAS III,Atualizado
0379-3982,Tecnología en Marcha,B5,ENGENHARIAS I,Atualizado
0103-7064,Tecnologia & Humanismo,B5,ENGENHARIAS I,Atualizado
0103-7064,Tecnologia & Humanismo,B5,ENGENHARIAS III,Atualizado
0103-7064,Tecnologia & Humanismo,B5,ENGENHARIAS IV,Atualizado
1645-3069,Tecnologias do Ambiente,B5,ENGENHARIAS I,Atualizado
0257-1749,Tecnologica (Guayaquil),B5,ENGENHARIAS I,Atualizado
0257-1749,Tecnologica (Guayaquil),B5,INTERDISCIPLINAR,Atualizado
0123-7799,TECNO LÓGICAS,B5,ENGENHARIAS III,Atualizado
1982-6753,Tecno-lógica (Santa Cruz do Sul . Online),B5,ENGENHARIAS III,Atualizado
1982-6753,Tecno-lógica (Santa Cruz do Sul . Online),B5,ENGENHARIAS II,Atualizado
1415-6229,Tecno-Lógica (UNISC),B5,ENGENHARIAS II,Atualizado
1415-6229,Tecno-Lógica (UNISC),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1415-6229,Tecno-Lógica (UNISC),B5,ENGENHARIAS III,Atualizado
1415-6229,Tecno-Lógica (UNISC),B5,ENGENHARIAS IV,Atualizado
0139-9918,Tehniceskaa Akustika (Online) / Technical Acoustics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
2176-4808,Tekhne e Logos,B5,ENGENHARIAS III,Atualizado
1516-2338,Telecomunicações (Santa Rita do Sapucaí),B5,INTERDISCIPLINAR,Atualizado
1516-2338,Telecomunicações (Santa Rita do Sapucaí),B5,ENGENHARIAS IV,Atualizado
0103-8338,Tema (Sao Paulo. 1986),B5,ENGENHARIAS I,Atualizado
1982-4637,Temas de Administração Pública (UNESP. Araraquara),B5,ENGENHARIAS IV,Atualizado
1677-1966,TEMA. Tendências em Matemática Aplicada e Computacional,B5,ENGENHARIAS IV,Atualizado
1807-8931,Temática (João Pessoa. Online),B5,ENGENHARIAS III,Atualizado
0102-6429,Temática (UEL),B5,INTERDISCIPLINAR,Atualizado
1679-5652,Tempo & Memória,B5,INTERDISCIPLINAR,Atualizado
1677-9460,Tendências (Crato),B5,ENGENHARIAS IV,Atualizado
0101-1669,Tendencias do Trabalho,B5,ENGENHARIAS III,Atualizado
2177-6776,Tendências e Técnicas em Realidade Virtual e Aumentada,B5,ENGENHARIAS IV,Atualizado
1138-9737,Teoría de la Educación (Internet),B5,INTERDISCIPLINAR,Atualizado
1809-5968,Teoria e Cultura (UFJF),B5,INTERDISCIPLINAR,Atualizado
0104-0960,Teoria e Evidencia Economica (UPF),B5,ENGENHARIAS III,Atualizado
0104-0960,Teoria e Evidencia Economica (UPF),B5,INTERDISCIPLINAR,Atualizado
1518-6393,Teoria e Prática na Engenharia Civil (Impresso),B5,ENGENHARIAS III,Atualizado
1677-3047,Teoria e Prática na Engenharia Civil (Online),B5,ENGENHARIAS III,Atualizado
0104-0103,Teoria & Pesquisa,B5,ENGENHARIAS III,Atualizado
1677-5937,Terapia Manual,B5,ENGENHARIAS IV,Atualizado
0104-8112,Terra e Cultura,B5,INTERDISCIPLINAR,Atualizado
1677-5473,Texto para Discussão (Brasília. 1998),B5,INTERDISCIPLINAR,Atualizado
0103-9466,Texto para Discussão (Campinas),B5,INTERDISCIPLINAR,Atualizado
1577-3760,Textos de la Cibersociedad,B5,ENGENHARIAS III,Atualizado
0103-6661,Textos para Discussao (Rio de Janeiro),B5,ENGENHARIAS III,Atualizado
0971-0388,The Aligarh Journal of Statistics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1932-8486,The Anatomical Record: advances in integrative anatomy and evolutionary biology,B5,ENGENHARIAS II,Atualizado
0746-8342,The College Mathematics Journal,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1931-1346,The College Mathematics Journal (Online),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1875-9343,The Ergonomics Open Journal,B5,ENGENHARIAS III,Atualizado
1951-6355,The European Physical Journal. Special Topics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0256-6419,The FIEP Bulletin,B5,ENGENHARIAS III,Atualizado
0256-6419,The FIEP Bulletin,B5,ENGENHARIAS IV,Atualizado
2010-2283,The GSTF Journal on Computing,B5,INTERDISCIPLINAR,Atualizado
1835-7156,The International Journal of Climate Change: Impacts and Responses,B5,INTERDISCIPLINAR,Atualizado
1809-9807,The International Journal of Forensic Computer Science (Impresso),B5,ENGENHARIAS IV,Atualizado
1809-9807,The International Journal of Forensic Computer Science (Impresso),B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1989-1660,The International Journal of Interactive Multimedia and Artificial Intelligence - IJIMAI,B5,ENGENHARIAS IV,Atualizado
1750-9548,The International Journal of Multiphysics,B5,ENGENHARIAS III,Atualizado
0735-0120,The International Journal of Orofacial Myology,B5,ENGENHARIAS IV,Atualizado
1081-1451,The International Journal of Virtual Reality,B5,ENGENHARIAS IV,Atualizado
1942-2644,The International Journal on Advances in Networks and Services,B5,ENGENHARIAS IV,Atualizado
1937-8297,The Internet Journal of Nutrition and Wellness,B5,INTERDISCIPLINAR,Atualizado
2250-3013,The IOSR Journal of Pharmacy (IOSRPHR),B5,INTERDISCIPLINAR,Atualizado
1389-224X,The Journal of Agricultural Education and Extension,B5,INTERDISCIPLINAR,Atualizado
1561-0713,The Journal of Cetacean Research and Management,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1935-0112,The Journal of Design & Management,B5,ENGENHARIAS III,Atualizado
0897-3962,The Journal of Integral Equations and Applications,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1755-2710,The Journal of Operational Risk (Online),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1422-2213,The Journal of World Intellectual Property,B5,INTERDISCIPLINAR,Atualizado
1676-7497,The Latin American Journal of Aquatic Mammals,B5,ENGENHARIAS III,Atualizado
1047-5974,The Mathematica Journal,B5,ENGENHARIAS IV,Atualizado
1097-1610,The Mathematica Journal,B5,ENGENHARIAS III,Atualizado
0025-5572,The Mathematical Gazette,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0025-5572,The Mathematical Gazette,B5,ENGENHARIAS IV,Atualizado
1876-5254,The Open Bone Journal,B5,ENGENHARIAS IV,Atualizado
1874-1177,The Open Mathematics Journal,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1874-3285,The Open Optics Journal,B5,ENGENHARIAS IV,Atualizado
1874-3285,The Open Optics Journal,B5,INTERDISCIPLINAR,Atualizado
1874-3188,The Open Veterinary Science Journal,B5,INTERDISCIPLINAR,Atualizado
1676-1332,Theophilos,B5,INTERDISCIPLINAR,Atualizado
1984-9052,Theoria (Pouso Alegre),B5,INTERDISCIPLINAR,Atualizado
0094-9000,Theory of Probability and Mathematical Statistics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
,"The Proceeding volume in Number Theory, Geometry and Quantum Fields",B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1024-4530,The Radio Science Bulletin,B5,ENGENHARIAS IV,Atualizado
0040-5957,Thérapie (Paris),B5,INTERDISCIPLINAR,Atualizado
1537-744X,The Scientific World Journal,B5,ENGENHARIAS I,Atualizado
1931-1532,The Virtual Journal for Biomedical Optics,B5,ENGENHARIAS IV,Atualizado
1456-2774,TICSP Series,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1668-3935,Tiempo (Buenos Aires. 2004),B5,INTERDISCIPLINAR,Atualizado
1415-8892,T & N Petróleo,B5,ENGENHARIAS III,Atualizado
1516-4497,Todavia (UEL),B5,INTERDISCIPLINAR,Atualizado
1519-3934,Tópicos em Ciência do Solo,B5,ENGENHARIAS I,Atualizado
0146-4124,Topology Proceedings,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1982-4319,Tópos (UNESP. Presidente Prudente),B5,ENGENHARIAS I,Atualizado
1868-6052,Touchpoint (Cologne),B5,ENGENHARIAS III,Atualizado
1868-6052,Touchpoint (Cologne),B5,INTERDISCIPLINAR,Atualizado
1678-1007,"Trabalho, Educação e Saúde (Impresso)",B5,ENGENHARIAS III,Atualizado
0103-0124,Trabalho em Revista (Impresso),B5,INTERDISCIPLINAR,Atualizado
1519-1028,Trabalhos para Discussão - Banco Central do Brasil (Online),B5,ENGENHARIAS III,Atualizado
1516-0025,Traços (UNAMA),B5,ENGENHARIAS I,Atualizado
1516-0025,Traços (UNAMA),B5,INTERDISCIPLINAR,Atualizado
1864-3027,Transactions on Aspect-Oriented Software Development (Print),B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1866-4733,Transactions on Computational Science (Print),B5,ENGENHARIAS IV,Atualizado
1866-4733,Transactions on Computational Science (Print),B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1869-1994,Transactions on Large-Scale Data and Knowledge-Centered Systems,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1869-6015,Transactions on Pattern Languages of Programming,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1899-0355,Transcanadiana,B5,INTERDISCIPLINAR,Atualizado
2237-1346,Transportes (Rio de Janeiro),B5,ENGENHARIAS IV,Atualizado
0103-5576,Travessia (Sao Paulo),B5,ENGENHARIAS III,Atualizado
1414-1639,Treinamento Desportivo (São Paulo),B5,ENGENHARIAS IV,Atualizado
2237-6089,Trends in Psychiatry and Psychotherapy,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1809-3426,Tributação em Revista,B5,INTERDISCIPLINAR,Atualizado
1517-185X,Trieb (Rio de Janeiro),B5,INTERDISCIPLINAR,Atualizado
1679-3013,Tropical Oceanography (Online),B5,ENGENHARIAS III,Atualizado
0935-2740,TU Berlin International,B5,ENGENHARIAS II,Atualizado
0935-2740,TU Berlin International,B5,INTERDISCIPLINAR,Atualizado
0896-3207,"TUGboat (Providence, R.I.)",B5,ENGENHARIAS II,Atualizado
2176-896X,Tuiuti: Ciência e Cultura (Online),B5,INTERDISCIPLINAR,Atualizado
1415-9279,Tuiutí (Curitiba),B5,INTERDISCIPLINAR,Atualizado
1983-7151,Turismo: Visão e Ação (Online),B5,ENGENHARIAS III,Atualizado
1988-5261,TURyDES (Málaga),B5,ENGENHARIAS III,Atualizado
1982-7776,Udesc em Ação,B5,INTERDISCIPLINAR,Atualizado
1982-4920,"UNAR. Revista Científica do Centro Universitário de Araras ""Dr. Edmundo Ulson""",B5,INTERDISCIPLINAR,Atualizado
1980-5136,Unesciências (Campina Grande),B5,ENGENHARIAS III,Atualizado
1415-5141,Uniciências (UNIC),B5,INTERDISCIPLINAR,Atualizado
1809-4651,UNIrevista (UNISINOS),B5,INTERDISCIPLINAR,Atualizado
2317-1111,Unisanta Bioscience,B5,ENGENHARIAS III,Atualizado
2317-1308,Unisanta Law and Social Science,B5,ENGENHARIAS III,Atualizado
2317-1316,Unisanta Science & Technology,B5,ENGENHARIAS III,Atualizado
1564-8427,United Nations University Institute of Advanced Studies Working Paper Series,B5,ENGENHARIAS III,Atualizado
0104-3951,Universa (UCB),B5,INTERDISCIPLINAR,Atualizado
0120-5692,Universidad de Medellin,B5,INTERDISCIPLINAR,Atualizado
1981-9730,Universitas Ciências da Saúde,B5,INTERDISCIPLINAR,Atualizado
1980-0398,Universo Administração,B5,ENGENHARIAS III,Atualizado
2317-255X,Universo Tecnologico,B5,ENGENHARIAS I,Atualizado
2237-9150,Unopar Científica Ciências Biológicas e da Saúde,B5,INTERDISCIPLINAR,Atualizado
1517-2570,UNOPAR Científica. Ciências Biológicas e da Saúde,B5,ENGENHARIAS III,Atualizado
1679-088X,UNOPAR Científica. Ciências Exatas e Tecnológicas,B5,ENGENHARIAS IV,Atualizado
1679-088X,UNOPAR Científica. Ciências Exatas e Tecnológicas,B5,ENGENHARIAS III,Atualizado
1679-088X,UNOPAR Científica. Ciências Exatas e Tecnológicas,B5,ENGENHARIAS I,Atualizado
1679-088X,UNOPAR Científica. Ciências Exatas e Tecnológicas,B5,INTERDISCIPLINAR,Atualizado
1537-1514,Usa-China Business Review. (Chinese),B5,ENGENHARIAS III,Atualizado
2177-5109,Varia Scientia Agrárias (Online),B5,INTERDISCIPLINAR,Atualizado
1519-9886,Varia Scientia (UNIOESTE),B5,ENGENHARIAS II,Atualizado
1519-9886,Varia Scientia (UNIOESTE),B5,ENGENHARIAS III,Atualizado
0104-0839,VeraCidade (Salvador. Impresso),B5,ENGENHARIAS I,Atualizado
2177-3173,Verbo 21: Cultura e Literatura,B5,INTERDISCIPLINAR,Atualizado
2237-4043,Veredas Amazônicas,B5,INTERDISCIPLINAR,Atualizado
1984-8463,Veredas FAVIP (Online),B5,ENGENHARIAS I,Atualizado
1415-2533,Veredas (UFJF. Impresso),B5,ENGENHARIAS IV,Atualizado
1677-2016,Versão Beta (UFSCar),B5,ENGENHARIAS III,Atualizado
1677-2016,Versão Beta (UFSCar),B5,INTERDISCIPLINAR,Atualizado
1809-2667,Vértices,B5,ENGENHARIAS I,Atualizado
1415-2843,Vértices (Campos dos Goitacazes),B5,ENGENHARIAS I,Atualizado
1415-2843,Vértices (Campos dos Goitacazes),B5,ENGENHARIAS III,Atualizado
1516-8689,Vértices (São Paulo),B5,INTERDISCIPLINAR,Atualizado
1682-1696,Vestnik Rossijskoj Akademii Estestvennyh Nauk,B5,ENGENHARIAS III,Atualizado
0104-3463,Veterinária Notícias (UFU. Impresso),B5,ENGENHARIAS II,Atualizado
0104-3463,Veterinária Notícias (UFU. Impresso),B5,ENGENHARIAS IV,Atualizado
1982-4262,Vetores & Pragas,B5,INTERDISCIPLINAR,Atualizado
0102-7352,Vetor (FURG),B5,INTERDISCIPLINAR,Atualizado
0102-7352,Vetor (FURG),B5,ENGENHARIAS IV,Atualizado
0102-7352,Vetor (FURG),B5,ENGENHARIAS II,Atualizado
0102-7352,Vetor (FURG),B5,ENGENHARIAS III,Atualizado
2176-6800,Via Litterae,B5,INTERDISCIPLINAR,Atualizado
1645-9652,Via Panoramica: revista electronica de estudos Anglo-Americanos,B5,INTERDISCIPLINAR,Atualizado
0866-7179,Vietnam Journal of Mathematics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1553-9636,Virtual Journal of Applications of Superconductivity,B5,ENGENHARIAS IV,Atualizado
1518-5192,Visão Acadêmica (Curitiba. Impresso),B5,INTERDISCIPLINAR,Atualizado
1518-5192,Visão Acadêmica (Curitiba. Impresso),B5,ENGENHARIAS II,Atualizado
1806-6402,Visão Agrícola (USP / ESALQ),B5,ENGENHARIAS III,Atualizado
1516-2982,Visão Global,B5,INTERDISCIPLINAR,Atualizado
1807-4014,Visões (Rio de Janeiro. Impresso),B5,ENGENHARIAS I,Atualizado
1982-5951,Vita et Sanitas (FUG. Online),B5,INTERDISCIPLINAR,Atualizado
1883-1494,Waseda Daigaku Nihon Jidousha Buhin Sangyou Kenkyuujo Kiyou,B5,ENGENHARIAS III,Atualizado
1606-9749,Water Science and Technology: Water Supply (Print),B5,ENGENHARIAS II,Atualizado
2178-1486,Web-Revista SOCIODIALETO,B5,INTERDISCIPLINAR,Atualizado
1942-4787,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
2041-8396,Wiley Interdisciplinary Reviews: Energy and Environment,B5,INTERDISCIPLINAR,Atualizado
1433-1284,Wissenschaftliche Mitteilungen-Institut für Geologie der Technischen Universität Bergakademie Freiberg,B5,ENGENHARIAS I,Atualizado
2010-376X,"World Academy of Science, Engineering and Technology",B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
2160-6927,World Journal of Condensed Matter Physics,B5,ENGENHARIAS IV,Atualizado
1708-5284,World Journal of Engineering,B5,ENGENHARIAS III,Atualizado
2042-5961,"World Journal of Entrepreneurship, Management and Sustainable Development",B5,ENGENHARIAS III,Atualizado
2161-4954,World Journal of Nano Science and Engineering,B5,ENGENHARIAS IV,Atualizado
2161-6795,World Journal of Nuclear Science and Technology,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
2161-6795,World Journal of Nuclear Science and Technology,B5,ENGENHARIAS III,Atualizado
2042-891X,World Review of Political Economy,B5,INTERDISCIPLINAR,Atualizado
2042-891X,World Review of Political Economy,B5,ENGENHARIAS III,Atualizado
1790-5095,WSEAS Mechanical Engineering Series,B5,INTERDISCIPLINAR,Atualizado
1991-8755,WSEAS Transactions on Computer Research,B5,ENGENHARIAS IV,Atualizado
1790-5079,WSEAS Transactions on Environment and Development,B5,INTERDISCIPLINAR,Atualizado
1790-5060,WSEAS Transactions on Power Systems,B5,ENGENHARIAS IV,Atualizado
1790-5060,WSEAS Transactions on Power Systems,B5,INTERDISCIPLINAR,Atualizado
2315-7259,Wudpecker Journal of Agricultural Research,B5,INTERDISCIPLINAR,Atualizado
0043-9630,Wychowanie Fizyczne i Sport / Physical Education and Sport,B5,INTERDISCIPLINAR,Atualizado
0290-9057,X Y Z (Paris),B5,ENGENHARIAS I,Atualizado
1668-7035,Yupana (Santa Fe),B5,INTERDISCIPLINAR,Atualizado
1815-2910,Zbìrnik prac' Ìnstitutu Matematiki NAN Ukraini,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1233-2569,Zeszyty Interwencji Kryzysowej,B5,INTERDISCIPLINAR,Atualizado
0104-4877,Zetetike (UNICAMP),B5,ENGENHARIAS III,Atualizado
1022-7636,Zhonghuá Huánjing Gongchéng Xuékan / Chinese Institute of Environmental Engineering. Journal,B5,ENGENHARIAS III,Atualizado
0722-4397,ZKG: Ausgabe A,B5,ENGENHARIAS II,Atualizado
2238-0272,#10.art,C,INTERDISCIPLINAR,Atualizado
,"10 Jahre Staatswissenschaftliche Fakultät, Erfurter Beiträge zu den Staatswissenschaften",C,INTERDISCIPLINAR,Atualizado
2158-3978,12th International Workshop on Variable Structure Systems (VSS),C,ENGENHARIAS IV,Atualizado
,"17\260 Congresso Internacional da APDR/AECR, 5\260 Congresso de Gestão e Conservação da Natureza, 2011",C,INTERDISCIPLINAR,Atualizado
2237-6143,2\272 Congresso Brasileiro de Engenharia de Produção,C,ENGENHARIAS III,Atualizado
1668-2939,30-60 Cuaderno latinoamericano de arquitectura,C,INTERDISCIPLINAR,Atualizado
9788-461X,978-846-148-798-1,C,INTERDISCIPLINAR,Atualizado
2175-5434,A!5 : Arte Institucional,C,INTERDISCIPLINAR,Atualizado
2212-6716,AASRI Procedia,C,ENGENHARIAS IV,Atualizado
2316-9451,Abakós,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0126-7434,ABCM Newsletter,C,ENGENHARIAS III,Atualizado
1519-7859,Ação Ergonômica,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0034-9798,Acero Latinoamericano,C,ENGENHARIAS I,Atualizado
0103-0736,Acesso (São Paulo),C,ENGENHARIAS IV,Atualizado
2153-2184,ACM Inroads,C,ENGENHARIAS IV,Atualizado
0097-8930,ACMSIGGRAPH Proceedings,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0097-8930,ACMSIGGRAPH Proceedings,C,ENGENHARIAS IV,Atualizado
,"A compreensão dos idosos quanto aos cuidados, usos e descarte de medicamentos: Relato de Experiência",C,INTERDISCIPLINAR,Atualizado
1677-0579,A Construção em Goiás,C,ENGENHARIAS I,Atualizado
,ACS/IEEE International Conference on Computer Systems and Applications,C,ENGENHARIAS III,Atualizado
0094-5765,Acta Astronautica,C,ENGENHARIAS II,Atualizado
0253-7338,Acta Ciencia Indica. Chemistry,C,INTERDISCIPLINAR,Atualizado
2221-870X,ACTA IMEKO,C,ENGENHARIAS IV,Atualizado
0251-4184,Acta Mathematica Vietnamica,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0103-2100,Acta Paulista de Enfermagem (UNIFESP. Impresso),C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
2178-5198,Acta Scientiarum. Education (Print),C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1983-4683,Acta Scientiarum. Language and Culture (Online),C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0325-7533,Actas de la Academia Nacional de Ciencias de la República Argentina,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0001-706X,Acta Tropica,C,ENGENHARIAS II,Atualizado
1518-0204,Activity Report (Laboratório Nacional de Luz Síncrotron),C,ENGENHARIAS III,Atualizado
1518-0204,Activity Report (Laboratório Nacional de Luz Síncrotron),C,ENGENHARIAS I,Atualizado
1518-0204,Activity Report (Laboratório Nacional de Luz Síncrotron),C,ENGENHARIAS IV,Atualizado
1808-8902,Adapta (Rio Claro),C,INTERDISCIPLINAR,Atualizado
2316-7548,Administração de Empresas em Revista,C,INTERDISCIPLINAR,Atualizado
1676-2657,Administração em Debate (Campo Grande),C,INTERDISCIPLINAR,Atualizado
2175-5787,Administração Pública e Gestão Social,C,ENGENHARIAS III,Atualizado
1679-9941,Adolescência & Saúde (UERJ),C,ENGENHARIAS III,Atualizado
2160-0589,Advances in Biomedical engineering,C,ENGENHARIAS III,Atualizado
2168-1589,Advances in Breast Cancer Research,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0973-6999,Advances in Computer Science and Engineering,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0065-2598,Advances in Experimental Medicine and Biology,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
2251-3418,Advances in Information Technology and Applied Computing,C,ENGENHARIAS IV,Atualizado
1435-1889,Advances in Materials Research (Berlin),C,ENGENHARIAS III,Atualizado
1065-5824,Advances in Powder Metallurgy & Particulate Materials,C,ENGENHARIAS III,Atualizado
1518-3769,Advir (ASDUERJ),C,ENGENHARIAS I,Atualizado
1684-5315,African Journal of Biotechnology,C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1981-9862,Agenda Social (UENF),C,ENGENHARIAS III,Atualizado
0890-278X,AGHE Exchange,C,INTERDISCIPLINAR,Atualizado
1575-7668,Ágora de Enfermería,C,INTERDISCIPLINAR,Atualizado
0104-7507,Agora (UNC),C,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1414-0810,Agricultura Familiar (UFPA),C,ENGENHARIAS I,Atualizado
